Mod:Item:MetaData, Localized Name
gregtech:cable:6971, 2x ZPM Superconductor Base Cable
gregtech:cable:7971, 4x ZPM Superconductor Base Cable
gregtech:cable:8971, 8x ZPM Superconductor Base Cable
gregtech:cable:9971, 16x ZPM Superconductor Base Cable
gregtech:fluid_pipe:95, Tiny Bronze Pipe
gregtech:fluid_pipe:1095, Small Bronze Pipe
gregtech:fluid_pipe:2095, Medium Bronze Pipe
gregtech:fluid_pipe:3095, Large Bronze Pipe
gregtech:fluid_pipe:18, Tiny Copper Pipe
gregtech:fluid_pipe:1018, Small Copper Pipe
gregtech:fluid_pipe:2018, Medium Copper Pipe
gregtech:fluid_pipe:3018, Large Copper Pipe
gregtech:fluid_pipe:963, Tiny Enderium Pipe
gregtech:fluid_pipe:1963, Small Enderium Pipe
gregtech:fluid_pipe:2963, Medium Enderium Pipe
gregtech:fluid_pipe:3963, Large Enderium Pipe
gregtech:fluid_pipe:733, Tiny Enriched Naquadah Alloy Pipe
gregtech:fluid_pipe:1733, Small Enriched Naquadah Alloy Pipe
gregtech:fluid_pipe:2733, Medium Enriched Naquadah Alloy Pipe
gregtech:fluid_pipe:3733, Large Enriched Naquadah Alloy Pipe
gregtech:fluid_pipe:851, Tiny Lafium Pipe
gregtech:fluid_pipe:1851, Small Lafium Pipe
gregtech:fluid_pipe:2851, Medium Lafium Pipe
gregtech:fluid_pipe:3851, Large Lafium Pipe
gregtech:fluid_pipe:307, Tiny Naquadah Pipe
gregtech:fluid_pipe:1307, Small Naquadah Pipe
gregtech:fluid_pipe:2307, Medium Naquadah Pipe
gregtech:fluid_pipe:3307, Large Naquadah Pipe
gregtech:fluid_pipe:993, Tiny Neutronium Pipe
gregtech:fluid_pipe:1993, Small Neutronium Pipe
gregtech:fluid_pipe:2993, Medium Neutronium Pipe
gregtech:fluid_pipe:3993, Large Neutronium Pipe
gregtech:fluid_pipe:135, Tiny Niobium-Titanium Pipe
gregtech:fluid_pipe:1135, Small Niobium-Titanium Pipe
gregtech:fluid_pipe:2135, Medium Niobium-Titanium Pipe
gregtech:fluid_pipe:3135, Large Niobium-Titanium Pipe
gregtech:fluid_pipe:141, Tiny Polyethylene Pipe
gregtech:fluid_pipe:1141, Small Polyethylene Pipe
gregtech:fluid_pipe:2141, Medium Polyethylene Pipe
gregtech:fluid_pipe:3141, Large Polyethylene Pipe
gregtech:fluid_pipe:840, Tiny Polybenzimidazole (PBI) Pipe
gregtech:fluid_pipe:1840, Small Polybenzimidazole (PBI) Pipe
gregtech:fluid_pipe:2840, Medium Polybenzimidazole (PBI) Pipe
gregtech:fluid_pipe:3840, Large Polybenzimidazole (PBI) Pipe
gregtech:fluid_pipe:145, Tiny Polytetrafluoroethylene Pipe
gregtech:fluid_pipe:1145, Small Polytetrafluoroethylene Pipe
gregtech:fluid_pipe:2145, Medium Polytetrafluoroethylene Pipe
gregtech:fluid_pipe:3145, Large Polytetrafluoroethylene Pipe
gregtech:fluid_pipe:183, Tiny Stainless Steel Pipe
gregtech:fluid_pipe:1183, Small Stainless Steel Pipe
gregtech:fluid_pipe:2183, Medium Stainless Steel Pipe
gregtech:fluid_pipe:3183, Large Stainless Steel Pipe
gregtech:fluid_pipe:184, Tiny Steel Pipe
gregtech:fluid_pipe:1184, Small Steel Pipe
gregtech:fluid_pipe:2184, Medium Steel Pipe
gregtech:fluid_pipe:3184, Large Steel Pipe
gregtech:fluid_pipe:695, Tiny Tantalum Hafnium Seaborgium Carbide Pipe
gregtech:fluid_pipe:1695, Small Tantalum Hafnium Seaborgium Carbide Pipe
gregtech:fluid_pipe:2695, Medium Tantalum Hafnium Seaborgium Carbide Pipe
gregtech:fluid_pipe:3695, Large Tantalum Hafnium Seaborgium Carbide Pipe
gregtech:fluid_pipe:72, Tiny Titanium Pipe
gregtech:fluid_pipe:1072, Small Titanium Pipe
gregtech:fluid_pipe:2072, Medium Titanium Pipe
gregtech:fluid_pipe:3072, Large Titanium Pipe
gregtech:fluid_pipe:235, Tiny Tungstensteel Pipe
gregtech:fluid_pipe:1235, Small Tungstensteel Pipe
gregtech:fluid_pipe:2235, Medium Tungstensteel Pipe
gregtech:fluid_pipe:3235, Large Tungstensteel Pipe
gregtech:fluid_pipe:192, Tiny Ultimet Pipe
gregtech:fluid_pipe:1192, Small Ultimet Pipe
gregtech:fluid_pipe:2192, Medium Ultimet Pipe
gregtech:fluid_pipe:3192, Large Ultimet Pipe
gregtech:fluid_pipe:196, Tiny Wood Pipe
gregtech:fluid_pipe:1196, Small Wood Pipe
gregtech:fluid_pipe:2196, Medium Wood Pipe
gregtech:fluid_pipe:3196, Large Wood Pipe
gregtech:fluid_pipe:850, Tiny Zeron 100 Pipe
gregtech:fluid_pipe:1850, Small Zeron 100 Pipe
gregtech:fluid_pipe:2850, Medium Zeron 100 Pipe
gregtech:fluid_pipe:3850, Large Zeron 100 Pipe
gregtech:boiler_casing:0, Bronze Pipe Casing
gregtech:boiler_casing:1, Steel Pipe Casing
gregtech:boiler_casing:2, Titanium Pipe Casing
gregtech:boiler_casing:3, Tungstensteel Pipe Casing
gregtech:boiler_firebox_casing:0, Bronze Firebox Casing
gregtech:boiler_firebox_casing:1, Steel Firebox Casing
gregtech:boiler_firebox_casing:2, Titanium Firebox Casing
gregtech:boiler_firebox_casing:3, Tungstensteel Firebox Casing
gregtech:metal_casing:0, Bronze Machine Casing
gregtech:metal_casing:1, Primitive Bricks
gregtech:metal_casing:2, Heat Proof Machine Casing
gregtech:metal_casing:3, Frost Proof Machine Casing
gregtech:metal_casing:4, Solid Steel Machine Casing
gregtech:metal_casing:5, Clean Stainless Steel Casing
gregtech:metal_casing:6, Stable Titanium Machine Casing
gregtech:metal_casing:7, Robust Tungstensteel Machine Casing
gregtech:metal_casing:8, Coke Oven Bricks
gregtech:turbine_casing:0, Bronze Gear Box Casing
gregtech:turbine_casing:1, Steel Gear Box Casing
gregtech:turbine_casing:2, Titanium Gear Box Casing
gregtech:turbine_casing:3, Steel Turbine Casing
gregtech:turbine_casing:4, Titanium Turbine Casing
gregtech:turbine_casing:5, Stainless Turbine Casing
gregtech:turbine_casing:6, Tungstensteel Turbine Casing
gregtech:machine_casing:0, ULV Machine Casing
gregtech:machine_casing:1, LV Machine Casing
gregtech:machine_casing:2, MV Machine Casing
gregtech:machine_casing:3, HV Machine Casing
gregtech:machine_casing:4, EV Machine Casing
gregtech:machine_casing:5, IV Machine Casing
gregtech:machine_casing:6, LuV Machine Casing
gregtech:machine_casing:7, ZPM Machine Casing
gregtech:machine_casing:8, UV Machine Casing
gregtech:machine_casing:9, MAX Machine Casing
gregtech:machine_casing:10, Bronze Hull
gregtech:machine_casing:11, Bricked Bronze Hull
gregtech:machine_casing:12, Steel Hull
gregtech:machine_casing:13, Bricked Steel Hull
gregtech:multiblock_casing:0, Engine Intake Casing
gregtech:multiblock_casing:1, Grate Machine Casing
gregtech:multiblock_casing:2, Assembler Machine Casing
gregtech:multiblock_casing:3, Fusion Machine Casing
gregtech:multiblock_casing:4, Fusion Machine Casing MK II
gregtech:multiblock_casing:5, Extreme Engine Intake Casing
gregtech:wire_coil:0, Cupronickel Coil Block
gregtech:wire_coil:1, Kanthal Coil Block
gregtech:wire_coil:2, Nichrome Coil Block
gregtech:wire_coil:3, Tungstensteel Coil Block
gregtech:wire_coil:4, HSS-G Coil Block
gregtech:wire_coil:5, Naquadah Coil Block
gregtech:wire_coil:6, Naquadah Alloy Coil Block
gregtech:wire_coil:7, Superconducting Coil Block
gregtech:wire_coil:8, Fusion Coil Block
gregtech:warning_sign:0, Yellow Stripes Block
gregtech:warning_sign:1, Yellow Stripes Block
gregtech:warning_sign:2, Radioactive Hazard Sign Block
gregtech:warning_sign:3, Bio Hazard Sign Block
gregtech:warning_sign:4, Explosion Hazard Sign Block
gregtech:warning_sign:5, Fire Hazard Sign Block
gregtech:warning_sign:6, Acid Hazard Sign Block
gregtech:warning_sign:7, Magic Hazard Sign Block
gregtech:warning_sign:8, Frost Hazard Sign Block
gregtech:warning_sign:9, Noise Hazard Sign Block
gregtech:granite:0, Black Granite
gregtech:granite:4, Black Granite Cobblestone
gregtech:granite:8, Mossy Black Granite Cobblestone
gregtech:granite:12, Chiseled Black Granite
gregtech:granite:1, Red Granite
gregtech:granite:5, Red Granite Cobblestone
gregtech:granite:9, Mossy Red Granite Cobblestone
gregtech:granite:13, Chiseled Red Granite
gregtech:granite:2, Black Granite Bricks
gregtech:granite:6, Cracked Black Granite Bricks
gregtech:granite:10, Mossy Black Granite Bricks
gregtech:granite:14, Chiseled Black Granite Bricks
gregtech:granite:3, Red Granite Bricks
gregtech:granite:7, Cracked Red Granite Bricks
gregtech:granite:11, Mossy Red Granite Bricks
gregtech:granite:15, Chiseled Red Granite Bricks
gregtech:mineral:0, Marble
gregtech:mineral:4, Marble Cobblestone
gregtech:mineral:8, Mossy Marble Cobblestone
gregtech:mineral:12, Chiseled Marble
gregtech:mineral:1, Marble Bricks
gregtech:mineral:5, Cracked Marble Bricks
gregtech:mineral:9, Mossy Marble Bricks
gregtech:mineral:13, Chiseled Marble Bricks
gregtech:mineral:2, Basalt
gregtech:mineral:6, Basalt Cobblestone
gregtech:mineral:10, Mossy Basalt Cobblestone
gregtech:mineral:14, Chiseled Basalt
gregtech:mineral:3, Basalt Bricks
gregtech:mineral:7, Cracked Basalt Bricks
gregtech:mineral:11, Mossy Basalt Bricks
gregtech:mineral:15, Chiseled Basalt Bricks
gregtech:concrete:0, Light Concrete
gregtech:concrete:4, Light Concrete Cobblestone
gregtech:concrete:8, Mossy Light Concrete Cobblestone
gregtech:concrete:12, Chiseled Light Concrete Cobblestone
gregtech:concrete:1, Light Concrete Bricks
gregtech:concrete:5, Cracked Light Concrete Bricks
gregtech:concrete:9, Mossy Light Concrete Bricks
gregtech:concrete:13, Chiseled Light Concrete Bricks
gregtech:concrete:2, Dark Concrete
gregtech:concrete:6, Dark Concrete Cobblestone
gregtech:concrete:10, Mossy Dark Concrete Cobblestone
gregtech:concrete:14, Chiseled Dark Concrete Cobblestone
gregtech:concrete:3, Dark Concrete Bricks
gregtech:concrete:7, Cracked Dark Concrete Bricks
gregtech:concrete:11, Mossy Dark Concrete Bricks
gregtech:concrete:15, Chiseled Dark Concrete Bricks
gregtech:log:0, Rubber Wood
gregtech:leaves:0, Rubber Tree Leaves
gregtech:sapling:0, Rubber Tree Sapling
gregtech:crusher_blade, Crusher Blade
gregtech:meta_block_compressed_17:0, Block of Spodumene
gregtech:meta_block_compressed_17:1, Block of Pollucite
gregtech:meta_block_compressed_17:2, Block of Lepidolite
gregtech:meta_block_compressed_17:3, Block of Glauconite
gregtech:meta_block_compressed_17:4, Block of Glauconite Sand
gregtech:meta_block_compressed_17:5, Block of Vermiculite
gregtech:meta_block_compressed_17:6, Block of Bentonite
gregtech:meta_block_compressed_17:7, Block of Fullers Earth
gregtech:meta_block_compressed_17:8, Block of Pitchblende
gregtech:meta_block_compressed_17:9, Block of Monazite
gregtech:meta_block_compressed_17:10, Block of Malachite
gregtech:meta_block_compressed_17:11, Block of Mirabilite
gregtech:meta_block_compressed_17:12, Block of Mica
gregtech:meta_block_compressed_17:13, Block of Trona
gregtech:meta_block_compressed_17:14, Block of Barite
gregtech:meta_block_compressed_17:15, Block of Gypsum
gregtech:meta_block_compressed_44:0, Block of Rhodochrosite
gregtech:meta_block_compressed_44:1, Block of Electrically Impure Copper
gregtech:meta_block_compressed_44:2, Block of Metastable Flerovium
gregtech:meta_block_compressed_44:3, Block of Metastable Oganesson
gregtech:meta_block_compressed_44:4, Block of Titanium 50
gregtech:meta_block_compressed_44:5, Block of Carbon Nanotubes
gregtech:meta_block_compressed_44:6, Block of Lithium Titanate
gregtech:meta_block_compressed_44:8, Block of Caliche
gregtech:meta_block_compressed_44:9, Block of Zircon
gregtech:meta_block_compressed_44:10, Block of Taranium
gregtech:meta_block_compressed_44:11, Block of Trinium Titanium
gregtech:meta_block_compressed_44:12, Block of Proto Adamantium
gregtech:meta_block_compressed_44:13, Block of Vibranium
gregtech:meta_block_compressed_44:14, Block of Adamantium
gregtech:meta_block_compressed_44:15, Block of Trinium
gregtech:meta_block_compressed_24:7, Block of Silicone Rubber
gregtech:meta_block_compressed_24:8, Block of Polydimethylsiloxane
gregtech:meta_block_compressed_24:11, Block of Polystyrene
gregtech:meta_block_compressed_24:13, Block of Raw Styrene-Butadiene Rubber
gregtech:meta_block_compressed_24:14, Block of Styrene-Butadiene Rubber
gregtech:meta_block_compressed_55:2, Block of Sodium Ruthenate
gregtech:meta_block_compressed_55:3, Block of Ruthenium
gregtech:meta_block_compressed_55:4, Block of Calcium Chloride
gregtech:meta_block_compressed_55:7, Block of Leach Residue
gregtech:meta_block_compressed_55:10, Block of Sodium Sulfate
gregtech:meta_block_compressed_55:12, Block of Palladium Salt
gregtech:meta_block_compressed_55:13, Block of Reprecipitated Palladium
gregtech:meta_block_compressed_55:14, Block of Palladium Metallic Powder
gregtech:meta_block_compressed_9:0, Block of Polycaprolactam
gregtech:meta_block_compressed_9:1, Block of Polytetrafluoroethylene
gregtech:meta_block_compressed_9:2, Block of Powellite
gregtech:meta_block_compressed_9:4, Block of Pyrite
gregtech:meta_block_compressed_9:5, Block of Pyrolusite
gregtech:meta_block_compressed_9:6, Block of Pyrope
gregtech:meta_block_compressed_9:7, Block of Rock Salt
gregtech:meta_block_compressed_9:8, Block of Rubber
gregtech:meta_block_compressed_9:10, Block of Ruby
gregtech:meta_block_compressed_9:11, Block of Salt
gregtech:meta_block_compressed_9:12, Block of Saltpeter
gregtech:meta_block_compressed_9:13, Block of Sapphire
gregtech:meta_block_compressed_9:14, Block of Scheelite
gregtech:meta_block_compressed_9:15, Block of Silicon Dioxide
gregtech:meta_block_compressed_1:0, Block of Chrome
gregtech:meta_block_compressed_1:1, Block of Cobalt
gregtech:meta_block_compressed_1:2, Block of Copper
gregtech:meta_block_compressed_1:4, Block of Dysprosium
gregtech:meta_block_compressed_1:5, Block of Erbium
gregtech:meta_block_compressed_1:6, Block of Europium
gregtech:meta_block_compressed_1:8, Block of Gadolinium
gregtech:meta_block_compressed_1:9, Block of Gallium
gregtech:meta_block_compressed_1:11, Block of Holmium
gregtech:meta_block_compressed_1:15, Block of Indium
gregtech:meta_block_compressed_15:0, Block of Basalt
gregtech:meta_block_compressed_15:1, Block of Andesite
gregtech:meta_block_compressed_15:2, Block of Diorite
gregtech:meta_block_compressed_15:3, Block of Red Garnet
gregtech:meta_block_compressed_15:4, Block of Yellow Garnet
gregtech:meta_block_compressed_15:6, Block of Sugar
gregtech:meta_block_compressed_15:7, Block of Vinteum
gregtech:meta_block_compressed_15:8, Block of Redrock
gregtech:meta_block_compressed_15:9, Block of Potassium Feldspar
gregtech:meta_block_compressed_15:10, Block of Biotite
gregtech:meta_block_compressed_15:11, Block of Black Granite
gregtech:meta_block_compressed_15:13, Block of Chrysotile
gregtech:meta_block_compressed_15:14, Block of Realgar
gregtech:meta_block_compressed_15:15, Block of Vanadium Magnetite
gregtech:meta_block_compressed_19:0, Block of HSS-S
gregtech:meta_block_compressed_19:3, Block of Naquadah
gregtech:meta_block_compressed_19:4, Block of Naquadah Alloy
gregtech:meta_block_compressed_19:5, Block of Enriched Naquadah
gregtech:meta_block_compressed_19:6, Block of Naquadria
gregtech:meta_block_compressed_19:7, Block of Tritanium
gregtech:meta_block_compressed_19:8, Block of Duranium
gregtech:meta_block_compressed_19:9, Block of Borax
gregtech:meta_block_compressed_49:0, Block of Fermium 258
gregtech:meta_block_compressed_49:1, Block of Fermium 257
gregtech:meta_block_compressed_49:2, Block of Fermium
gregtech:meta_block_compressed_49:3, Block of Einsteinium 257
gregtech:meta_block_compressed_49:5, Block of Einsteinium 255
gregtech:meta_block_compressed_49:6, Block of Einsteinium 253
gregtech:meta_block_compressed_49:7, Block of Einsteinium
gregtech:meta_block_compressed_49:8, Block of Californium 257
gregtech:meta_block_compressed_49:9, Block of Californium 256
gregtech:meta_block_compressed_49:10, Block of Californium 253
gregtech:meta_block_compressed_49:11, Block of Californium 252
gregtech:meta_block_compressed_49:12, Block of Californium 251
gregtech:meta_block_compressed_49:13, Block of Californium
gregtech:meta_block_compressed_49:14, Block of Berkelium 251
gregtech:meta_block_compressed_49:15, Block of Berkelium 249
gregtech:meta_block_compressed_53:0, Block of Chromium Trioxide
gregtech:meta_block_compressed_53:2, Block of Zeron 100
gregtech:meta_block_compressed_53:3, Block of Lafium
gregtech:meta_block_compressed_53:4, Block of Pikyonium
gregtech:meta_block_compressed_53:5, Block of Inconel 792
gregtech:meta_block_compressed_53:6, Block of Titan Steel
gregtech:meta_block_compressed_53:7, Block of Tungsten Titanium Carbide
gregtech:meta_block_compressed_53:8, Block of Black Titanium
gregtech:meta_block_compressed_53:9, Block of Quantum
gregtech:meta_block_compressed_53:10, Block of Ruridit
gregtech:meta_block_compressed_53:11, Block of Rhodium Plated Palladium
gregtech:meta_block_compressed_53:14, Block of Rhodium Filter Cake
gregtech:meta_block_compressed_53:15, Block of Zinc Sulfate
gregtech:meta_block_compressed_43:0, Block of Neodymium Yttrium Aluminium Garnet
gregtech:meta_block_compressed_43:1, Block of Fluoroapatite
gregtech:meta_block_compressed_43:2, Block of Germanium Tungsten Nitride
gregtech:meta_block_compressed_43:3, Block of Ruthenium Dioxide
gregtech:meta_block_compressed_43:4, Block of PEDOT
gregtech:meta_block_compressed_43:5, Block of Bismuth Iridiate
gregtech:meta_block_compressed_43:6, Block of Bismuth Ruthenate
gregtech:meta_block_compressed_43:7, Block of Tantalum Hafnium Seaborgium Carbide
gregtech:meta_block_compressed_43:8, Block of Lead Zirconate Titanate
gregtech:meta_block_compressed_43:9, Block of Barium Titanate
gregtech:meta_block_compressed_43:10, Block of Woods Glass
gregtech:meta_block_compressed_43:11, Block of Thoria Doped Tungsten
gregtech:meta_block_compressed_43:12, Block of Polyurethane
gregtech:meta_block_compressed_43:13, Block of Pyrochlore
gregtech:meta_block_compressed_43:14, Block of Columbite
gregtech:meta_block_compressed_43:15, Block of Fluorite
gregtech:meta_block_compressed_4:0, Block of Strontium
gregtech:meta_block_compressed_4:1, Block of Sulfur
gregtech:meta_block_compressed_4:2, Block of Tantalum
gregtech:meta_block_compressed_4:3, Block of Tellurium
gregtech:meta_block_compressed_4:4, Block of Terbium
gregtech:meta_block_compressed_4:5, Block of Thorium
gregtech:meta_block_compressed_4:6, Block of Thulium
gregtech:meta_block_compressed_4:7, Block of Tin
gregtech:meta_block_compressed_4:8, Block of Titanium
gregtech:meta_block_compressed_4:10, Block of Tungsten
gregtech:meta_block_compressed_4:11, Block of Uranium 238
gregtech:meta_block_compressed_4:12, Block of Uranium 235
gregtech:meta_block_compressed_4:13, Block of Vanadium
gregtech:meta_block_compressed_4:14, Block of Yttrium
gregtech:meta_block_compressed_4:15, Block of Zinc
gregtech:meta_block_compressed_60:0, Block of Sand
gregtech:meta_block_compressed_60:1, Block of Alumino Silicate Wool
gregtech:meta_block_compressed_60:2, Block of Mica Based Pulp
gregtech:meta_block_compressed_60:3, Block of Enderium
gregtech:meta_block_compressed_60:4, Block of ZPM Superconductor
gregtech:meta_block_compressed_60:5, Block of Polyvinyl Chloride
gregtech:meta_block_compressed_60:6, Block of LuV Superconductor
gregtech:meta_block_compressed_60:7, Block of IV Superconductor
gregtech:meta_block_compressed_60:8, Block of EV Superconductor
gregtech:meta_block_compressed_60:9, Block of HV Superconductor
gregtech:meta_block_compressed_60:10, Block of MV Superconductor
gregtech:meta_block_compressed_60:11, Block of ZPM Superconductor Base
gregtech:meta_block_compressed_60:12, Block of LuV Superconductor Base
gregtech:meta_block_compressed_60:13, Block of IV Superconductor Base
gregtech:meta_block_compressed_60:14, Block of EV Superconductor Base
gregtech:meta_block_compressed_60:15, Block of HV Superconductor Base
gregtech:meta_block_compressed_61:0, Block of MV Superconductor Base
gregtech:meta_block_compressed_61:1, Block of Magnetic Samarium
gregtech:meta_block_compressed_61:3, Block of Talonite
gregtech:meta_block_compressed_61:4, Block of Stellite
gregtech:meta_block_compressed_61:5, Block of Tumbaga
gregtech:meta_block_compressed_61:6, Block of Hastelloy N
gregtech:meta_block_compressed_61:7, Block of Staballoy
gregtech:meta_block_compressed_61:8, Block of Potin
gregtech:meta_block_compressed_61:9, Block of Maraging Steel 250
gregtech:meta_block_compressed_61:10, Block of Inconel 625
gregtech:meta_block_compressed_61:11, Block of Grisium
